"","country","iso3","g.whoregion","row.rank.ret","year.ret","source.ret","all.areas.covered.ret","surv.quality.ret","dst.rlt.ret","mdr.ret","mdr.ret.pcnt","mdr.ret.pcnt.lo","mdr.ret.pcnt.hi","dr.r.nh.ret","dr.r.nh.ret.pcnt","dr.r.nh.ret.pcnt.lo","dr.r.nh.ret.pcnt.hi","xpert.ret","xpert.dr.r.ret","xpert.dr.r.ret.pcnt","xpert.dr.r.ret.pcnt.lo","xpert.dr.r.ret.pcnt.hi","r.rlt.ret","rr.ret","rr.ret.pcnt","rr.ret.pcnt.lo","rr.ret.pcnt.hi","dst.rlt.hr.ret","dst.rlt.hr.ret.pcnt","dst.rlt.hr.ret.pcnt.lo","dst.rlt.hr.ret.pcnt.hi","dst.rlt.rr.ret","dst.rlt.rr.ret.pcnt","dst.rlt.rr.ret.pcnt.lo","dst.rlt.rr.ret.pcnt.hi","dr.h.nr.ret","dr.h.nr.ret.pcnt","dr.h.nr.ret.pcnt.lo","dr.h.nr.ret.pcnt.hi"
"194","Chile","CHL","AMR",13,2001,"Survey",1,"A",291,NA,3.78,1.9,6.66,NA,2.06,0.76,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56,4.8,11.22
"195","Chile","CHL","AMR",14,1997,"Survey",1,"A",149,NA,4.7,1.91,9.44,NA,1.34,0.16,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,2.8,11.16
"196","China","CHN","WPR",1,2020,"Surveillance",1,"A",29160,5619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36433,6937,NA,NA,NA,8241,NA,NA,NA,6937,NA,NA,NA,NA,NA,NA,NA
"197","China","CHN","WPR",2,2019,"Surveillance",1,"R",29204,4746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35200,8256,NA,NA,NA,6175,NA,NA,NA,5902,NA,NA,NA,NA,NA,NA,NA
"198","China","CHN","WPR",3,2018,"Surveillance",1,"R",34990,4322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34990,7325,NA,NA,NA,5850,NA,NA,NA,7325,NA,NA,NA,NA,NA,NA,NA
"199","China","CHN","WPR",4,2013,"Survey",1,"A",758,NA,17.51,14,21.02,NA,6.57,4.85,8.29,758,NA,24.08,20.32,27.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,5.94,10.47
"200","China","CHN","WPR",5,2007,"Survey",1,"A",892,NA,25.6,21.5,29.8,NA,4.1,2.9,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23,10.95,15.84
"201","Democratic Republic of the Congo","COD","AFR",1,2017,"Survey",1,"A",84,NA,15.8,9,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,17.3,11.9,24.4,NA,23,14.5,34.5,NA,16,9.1,26.5,NA,8.7,3.2,21.2
"202","Cook Islands","COK","WPR",1,2012,"Surveillance",1,"A",1,1,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"203","Colombia","COL","AMR",1,2012,"Surveillance",1,"R",391,50,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
"204","Colombia","COL","AMR",2,2011,"Surveillance",1,"R",568,41,NA,NA,NA,8,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA
"205","Colombia","COL","AMR",3,2010,"Surveillance",1,"R",495,78,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
"206","Colombia","COL","AMR",4,2009,"Surveillance",1,"R",487,102,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
"207","Colombia","COL","AMR",5,2005,"Survey",1,"A",264,NA,31.4,26.1,37.3,NA,NA,0.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,3.8,10.1
"208","Cabo Verde","CPV","AFR",1,2021,"Surveillance",1,"R",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"209","Cabo Verde","CPV","AFR",2,2020,"Surveillance",1,"R",9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"210","Costa Rica","CRI","AMR",1,2019,"Surveillance",1,"A",21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"211","Costa Rica","CRI","AMR",2,2017,"Surveillance",1,"A",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"212","Costa Rica","CRI","AMR",3,2012,"Surveillance",1,"R",22,1,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"213","Costa Rica","CRI","AMR",4,2006,"Survey",1,"A",21,NA,4.76,0.12,23.82,NA,0,0,13.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.29
"214","Cuba","CUB","AMR",1,2018,"Surveillance",1,"R",55,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,21,NA,NA,NA,13,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
"215","Cuba","CUB","AMR",2,2014,"Surveillance",1,"R",48,2,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"216","Cuba","CUB","AMR",3,2013,"Surveillance",1,"R",59,2,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"217","Cuba","CUB","AMR",4,2012,"Surveillance",1,"A",51,6,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"218","Cuba","CUB","AMR",5,2011,"Surveillance",1,"A",76,7,NA,NA,NA,6,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"219","Cuba","CUB","AMR",6,2005,"Surveillance",1,"A",19,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"220","Cuba","CUB","AMR",7,2004,"Surveillance",1,"A",14,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"221","Cuba","CUB","AMR",8,2003,"Surveillance",1,"A",29,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"222","Cuba","CUB","AMR",9,2002,"Surveillance",1,"A",24,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"223","Cuba","CUB","AMR",10,2000,"Surveillance",1,"A",38,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"224","Cuba","CUB","AMR",11,1999,"Surveillance",1,"A",17,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"225","Cuba","CUB","AMR",12,1998,"Surveillance",1,"A",43,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"226","Cuba","CUB","AMR",13,1997,"Surveillance",1,"A",25,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"227","Cuba","CUB","AMR",14,1996,"Surveillance",1,"A",11,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"228","Cuba","CUB","AMR",15,1995,"Surveillance",1,"A",12,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"229","Cyprus","CYP","EUR",1,2022,"Surveillance",1,"A",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"230","Cyprus","CYP","EUR",2,2021,"Surveillance",1,"A",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"231","Cyprus","CYP","EUR",3,2020,"Surveillance",1,"A",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"232","Cyprus","CYP","EUR",4,2019,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"233","Cyprus","CYP","EUR",5,2018,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"234","Cyprus","CYP","EUR",6,2014,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"235","Cyprus","CYP","EUR",7,2013,"Surveillance",1,"A",1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"236","Cyprus","CYP","EUR",8,2012,"Surveillance",1,"A",2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"237","Cyprus","CYP","EUR",9,2011,"Surveillance",1,"A",2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"238","Cyprus","CYP","EUR",10,2009,"Surveillance",1,"A",4,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"239","Cyprus","CYP","EUR",11,2008,"Surveillance",1,"A",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"240","Cyprus","CYP","EUR",12,2007,"pre-2010 TME data collection",1,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Czechia","CZE","EUR",1,2020,"Surveillance",1,"A",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"242","Czechia","CZE","EUR",2,2015,"Surveillance",1,"A",26,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"243","Czechia","CZE","EUR",3,2014,"Surveillance",1,"A",15,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"244","Czechia","CZE","EUR",4,2013,"Surveillance",1,"A",10,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"245","Czechia","CZE","EUR",5,2012,"Surveillance",1,"A",26,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"246","Czechia","CZE","EUR",6,2011,"Surveillance",1,"A",17,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"247","Czechia","CZE","EUR",7,2010,"Surveillance",1,"A",30,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"248","Czechia","CZE","EUR",8,2009,"Surveillance",1,"A",39,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"249","Czechia","CZE","EUR",9,2008,"Surveillance",1,"A",37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"250","Czechia","CZE","EUR",10,2007,"pre-2010 TME data collection",1,"A",45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Czechia","CZE","EUR",11,2006,"pre-2010 TME data collection",1,"A",15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Czechia","CZE","EUR",12,2005,"Surveillance",1,"A",20,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"253","Czechia","CZE","EUR",13,2004,"Surveillance",1,"A",10,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"254","Czechia","CZE","EUR",14,2003,"Surveillance",1,"A",19,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"255","Czechia","CZE","EUR",15,2002,"Surveillance",1,"A",16,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"256","Czechia","CZE","EUR",16,2001,"Surveillance",1,"A",15,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"257","Czechia","CZE","EUR",17,2000,"Surveillance",1,"A",22,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"258","Czechia","CZE","EUR",18,1999,"Surveillance",1,"A",70,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"259","Czechia","CZE","EUR",19,1995,"Survey",1,"A",16,NA,6.25,0.16,30.23,NA,0,0,17.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.16,30.23
"260","Germany","DEU","EUR",1,2015,"Surveillance",1,"A",154,32,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"261","Germany","DEU","EUR",2,2014,"Surveillance",1,"A",127,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"262","Germany","DEU","EUR",3,2013,"Surveillance",1,"A",118,25,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"263","Germany","DEU","EUR",4,2012,"Surveillance",1,"A",128,12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"264","Germany","DEU","EUR",5,2011,"Surveillance",1,"A",136,16,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
"265","Germany","DEU","EUR",6,2010,"Surveillance",1,"A",188,14,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"266","Germany","DEU","EUR",7,2009,"Surveillance",1,"A",182,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA
"267","Germany","DEU","EUR",8,2008,"Surveillance",1,"A",219,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"268","Germany","DEU","EUR",9,2007,"pre-2010 TME data collection",1,"A",244,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Germany","DEU","EUR",10,2006,"pre-2010 TME data collection",1,"A",243,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Germany","DEU","EUR",11,2005,"Surveillance",1,"A",251,31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
"271","Germany","DEU","EUR",12,2004,"Surveillance",1,"A",258,36,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
"272","Germany","DEU","EUR",13,2003,"Surveillance",1,"A",312,32,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
"273","Germany","DEU","EUR",14,2002,"Surveillance",1,"A",317,30,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA
"274","Germany","DEU","EUR",15,2001,"Surveillance",1,"A",499,37,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA
"275","Germany","DEU","EUR",16,2000,"Surveillance",1,"A",236,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"276","Germany","DEU","EUR",17,1999,"Surveillance",1,"A",248,17,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA
"277","Germany","DEU","EUR",18,1998,"Survey",1,"A",263,NA,7.22,4.41,11.05,NA,0,0,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.65,7.19,15.02
"278","Germany","DEU","EUR",19,1997,"Surveillance",1,"A",281,27,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
"279","Djibouti","DJI","EMR",1,2015,"Survey",1,"A",40,NA,50,33.8,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,34.9,24.5,46.9,NA,52.5,36.1,68.5,NA,35,20.6,51.7,NA,NA,NA,NA
"280","Dominica","DMA","AMR",1,2012,"Surveillance",1,"S",1,0,NA,NA,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"281","Dominica","DMA","AMR",2,2011,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"282","Denmark","DNK","EUR",1,2022,"Surveillance",1,"A",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"283","Denmark","DNK","EUR",2,2021,"Surveillance",1,"A",12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"284","Denmark","DNK","EUR",3,2020,"Surveillance",1,"A",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"285","Denmark","DNK","EUR",4,2019,"Surveillance",1,"A",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"286","Denmark","DNK","EUR",5,2018,"Surveillance",1,"A",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"287","Denmark","DNK","EUR",6,2017,"Surveillance",1,"A",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"288","Denmark","DNK","EUR",7,2015,"Surveillance",1,"A",22,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"289","Denmark","DNK","EUR",8,2014,"Surveillance",1,"A",18,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"290","Denmark","DNK","EUR",9,2013,"Surveillance",1,"A",20,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"291","Denmark","DNK","EUR",10,2012,"Surveillance",1,"A",38,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"292","Denmark","DNK","EUR",11,2011,"Surveillance",1,"A",14,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"293","Denmark","DNK","EUR",12,2010,"Surveillance",1,"A",28,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"294","Denmark","DNK","EUR",13,2009,"Surveillance",1,"A",32,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"295","Denmark","DNK","EUR",14,2008,"Surveillance",1,"A",28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"296","Denmark","DNK","EUR",15,2007,"pre-2010 TME data collection",1,"A",21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Denmark","DNK","EUR",16,2006,"pre-2010 TME data collection",1,"A",22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Denmark","DNK","EUR",17,2005,"Surveillance",1,"A",18,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"299","Denmark","DNK","EUR",18,2004,"Surveillance",1,"A",22,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"300","Denmark","DNK","EUR",19,2003,"Surveillance",1,"A",16,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"301","Denmark","DNK","EUR",20,2002,"Surveillance",1,"A",24,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"302","Denmark","DNK","EUR",21,2001,"Surveillance",1,"A",24,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
