"","country","iso3","g.whoregion","row.rank.ret","year.ret","source.ret","all.areas.covered.ret","surv.quality.ret","dst.rlt.ret","mdr.ret","mdr.ret.pcnt","mdr.ret.pcnt.lo","mdr.ret.pcnt.hi","dr.r.nh.ret","dr.r.nh.ret.pcnt","dr.r.nh.ret.pcnt.lo","dr.r.nh.ret.pcnt.hi","xpert.ret","xpert.dr.r.ret","xpert.dr.r.ret.pcnt","xpert.dr.r.ret.pcnt.lo","xpert.dr.r.ret.pcnt.hi","r.rlt.ret","rr.ret","rr.ret.pcnt","rr.ret.pcnt.lo","rr.ret.pcnt.hi","dst.rlt.hr.ret","dst.rlt.hr.ret.pcnt","dst.rlt.hr.ret.pcnt.lo","dst.rlt.hr.ret.pcnt.hi","dst.rlt.rr.ret","dst.rlt.rr.ret.pcnt","dst.rlt.rr.ret.pcnt.lo","dst.rlt.rr.ret.pcnt.hi","dr.h.nr.ret","dr.h.nr.ret.pcnt","dr.h.nr.ret.pcnt.lo","dr.h.nr.ret.pcnt.hi"
"626","Lithuania","LTU","EUR",19,2003,"Surveillance",1,"A",432,221,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA
"627","Lithuania","LTU","EUR",20,2002,"Surveillance",1,"A",418,213,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA
"628","Lithuania","LTU","EUR",21,2001,"Surveillance",1,"A",480,191,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA
"629","Lithuania","LTU","EUR",22,2000,"Surveillance",1,"A",220,95,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
"630","Lithuania","LTU","EUR",23,1999,"Surveillance",1,"A",167,71,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA
"631","Luxembourg","LUX","EUR",1,2022,"Surveillance",1,"R",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"632","Luxembourg","LUX","EUR",2,2021,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"633","Luxembourg","LUX","EUR",3,2020,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"634","Luxembourg","LUX","EUR",4,2012,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"635","Luxembourg","LUX","EUR",5,2011,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"636","Luxembourg","LUX","EUR",6,2002,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"637","Luxembourg","LUX","EUR",7,2001,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"638","Luxembourg","LUX","EUR",8,2000,"Surveillance",1,"A",5,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"639","Latvia","LVA","EUR",1,2022,"Surveillance",1,"A",16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,NA,NA,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"640","Latvia","LVA","EUR",2,2021,"Surveillance",1,"A",24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,5,NA,NA,NA,9,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"641","Latvia","LVA","EUR",3,2017,"Surveillance",1,"A",59,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,18,NA,NA,NA,27,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"642","Latvia","LVA","EUR",4,2016,"Surveillance",1,"A",90,21,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"643","Latvia","LVA","EUR",5,2015,"Surveillance",1,"A",87,26,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"644","Latvia","LVA","EUR",6,2014,"Surveillance",1,"A",107,32,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"645","Latvia","LVA","EUR",7,2013,"Surveillance",1,"A",105,27,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
"646","Latvia","LVA","EUR",8,2012,"Surveillance",1,"A",100,32,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
"647","Latvia","LVA","EUR",9,2011,"Surveillance",1,"A",82,24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
"648","Latvia","LVA","EUR",10,2010,"Surveillance",1,"A",103,24,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA
"649","Latvia","LVA","EUR",11,2009,"Surveillance",1,"A",134,48,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
"650","Latvia","LVA","EUR",12,2008,"Surveillance",1,"A",144,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
"651","Latvia","LVA","EUR",13,2007,"pre-2010 TME data collection",1,"A",165,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Latvia","LVA","EUR",14,2006,"pre-2010 TME data collection",1,"A",171,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Latvia","LVA","EUR",15,2005,"Surveillance",1,"A",182,66,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
"654","Latvia","LVA","EUR",16,2004,"Surveillance",1,"A",206,81,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
"655","Latvia","LVA","EUR",17,2003,"Surveillance",1,"A",226,94,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA
"656","Latvia","LVA","EUR",18,2002,"Surveillance",1,"A",288,135,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
"657","Latvia","LVA","EUR",19,2001,"Surveillance",1,"A",187,51,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
"658","Latvia","LVA","EUR",20,2000,"Surveillance",1,"A",247,67,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
"659","Latvia","LVA","EUR",21,1999,"Surveillance",1,"A",190,51,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
"660","Latvia","LVA","EUR",22,1998,"Surveillance",1,"A",224,53,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
"661","Latvia","LVA","EUR",23,1996,"Surveillance",1,"A",228,124,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA
"662","China, Macao SAR","MAC","WPR",1,2022,"Surveillance",1,"A",25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"663","China, Macao SAR","MAC","WPR",2,2021,"Surveillance",1,"A",30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"664","China, Macao SAR","MAC","WPR",3,2020,"Surveillance",1,"A",23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"665","China, Macao SAR","MAC","WPR",4,2019,"Surveillance",1,"A",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"666","China, Macao SAR","MAC","WPR",5,2018,"Surveillance",1,"A",25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,3,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"667","China, Macao SAR","MAC","WPR",6,2017,"Surveillance",1,"R",25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"668","China, Macao SAR","MAC","WPR",7,2015,"Surveillance",1,"A",25,3,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"669","China, Macao SAR","MAC","WPR",8,2014,"Surveillance",1,"A",21,4,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"670","China, Macao SAR","MAC","WPR",9,2013,"Surveillance",1,"A",26,3,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"671","China, Macao SAR","MAC","WPR",10,2012,"Surveillance",1,"A",28,6,NA,NA,NA,2,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"672","China, Macao SAR","MAC","WPR",11,2011,"Surveillance",1,"A",24,1,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"673","China, Macao SAR","MAC","WPR",12,2010,"Surveillance",1,"A",39,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"674","China, Macao SAR","MAC","WPR",13,2009,"Surveillance",1,"A",27,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"675","China, Macao SAR","MAC","WPR",14,2008,"Surveillance",1,"A",25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"676","China, Macao SAR","MAC","WPR",15,2007,"Surveillance",1,"A",32,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"677","China, Macao SAR","MAC","WPR",16,2006,"pre-2010 TME data collection",1,"A",27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","China, Macao SAR","MAC","WPR",17,2005,"Surveillance",1,"A",19,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"679","Morocco","MAR","EMR",1,2014,"Survey",1,"A",195,NA,8.7,4.8,12.6,NA,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,2.8,9.9
"680","Morocco","MAR","EMR",2,2006,"Survey",1,"A",181,NA,12.15,7.78,17.82,NA,0,0,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,2.68,9.93
"681","Republic of Moldova","MDA","EUR",1,2022,"Surveillance",1,"A",313,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,190,NA,NA,NA,178,NA,NA,NA,152,NA,NA,NA,NA,NA,NA,NA
"682","Republic of Moldova","MDA","EUR",2,2018,"Surveillance",1,"A",519,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,359,NA,NA,NA,342,NA,NA,NA,323,NA,NA,NA,NA,NA,NA,NA
"683","Republic of Moldova","MDA","EUR",3,2015,"Surveillance",1,"A",697,501,NA,NA,NA,8,NA,NA,NA,100,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA
"684","Republic of Moldova","MDA","EUR",4,2012,"Surveillance",1,"A",933,581,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
"685","Republic of Moldova","MDA","EUR",5,2011,"Surveillance",1,"A",1006,642,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA
"686","Republic of Moldova","MDA","EUR",6,2010,"Surveillance",1,"S",1140,746,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA
"687","Republic of Moldova","MDA","EUR",7,2006,"Surveillance",1,"A",2054,1044,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,NA,NA
"688","Madagascar","MDG","AFR",1,2007,"Survey",1,"A",51,NA,3.92,0.48,13.46,NA,1.96,0.05,10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88,1.23,16.24
"689","Maldives","MDV","SEA",1,2015,"Surveillance",1,"R",5,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"690","Mexico","MEX","AMR",1,2009,"Survey",1,"A",191,NA,6.5,5.1,7.8,NA,4.4,3.3,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,11
"691","Marshall Islands","MHL","WPR",1,2022,"Surveillance",1,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"692","Marshall Islands","MHL","WPR",2,2021,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"693","Marshall Islands","MHL","WPR",3,2017,"Surveillance",1,"A",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"694","Marshall Islands","MHL","WPR",4,2014,"Surveillance",1,"A",7,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"695","Marshall Islands","MHL","WPR",5,2013,"Surveillance",1,"A",3,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"696","Marshall Islands","MHL","WPR",6,2011,"Surveillance",1,"A",4,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"697","Marshall Islands","MHL","WPR",7,2010,"Surveillance",1,"A",3,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"698","North Macedonia","MKD","EUR",1,2021,"Surveillance",1,"A",11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"699","North Macedonia","MKD","EUR",2,2020,"Surveillance",1,"A",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"700","North Macedonia","MKD","EUR",3,2019,"Surveillance",1,"A",14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"701","North Macedonia","MKD","EUR",4,2018,"Surveillance",1,"A",9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"702","North Macedonia","MKD","EUR",5,2017,"Surveillance",1,"A",19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"703","North Macedonia","MKD","EUR",6,2016,"Surveillance",1,"A",12,0,NA,NA,NA,0,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"704","North Macedonia","MKD","EUR",7,2015,"Surveillance",1,"A",15,1,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"705","North Macedonia","MKD","EUR",8,2014,"Surveillance",1,"A",17,0,NA,NA,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"706","North Macedonia","MKD","EUR",9,2013,"Surveillance",1,"A",16,1,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"707","North Macedonia","MKD","EUR",10,2012,"Surveillance",1,"A",26,4,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"708","North Macedonia","MKD","EUR",11,2011,"Surveillance",1,"A",25,1,NA,NA,NA,3,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"709","North Macedonia","MKD","EUR",12,2010,"Surveillance",1,"A",28,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"710","North Macedonia","MKD","EUR",13,2009,"Surveillance",1,"A",28,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"711","Malta","MLT","EUR",1,2022,"Surveillance",1,"A",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"712","Malta","MLT","EUR",2,2014,"Surveillance",1,"R",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"713","Malta","MLT","EUR",3,2012,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"714","Malta","MLT","EUR",4,2004,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"715","Malta","MLT","EUR",5,2003,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"716","Malta","MLT","EUR",6,2001,"Surveillance",1,"A",1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"717","Myanmar","MMR","SEA",1,2013,"Survey",1,"A",58,NA,27.1,15,39.2,NA,0,0,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.1,1.4
"718","Myanmar","MMR","SEA",2,2008,"Survey",1,"A",299,NA,10,6.9,14,NA,0.7,0.1,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.55,3.86
"719","Myanmar","MMR","SEA",3,2003,"Survey",1,"A",116,NA,15.52,9.46,23.41,NA,0,0,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21,6.1,18.4
"720","Montenegro","MNE","EUR",1,2022,"Surveillance",1,"A",8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"721","Montenegro","MNE","EUR",2,2021,"Surveillance",1,"A",6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"722","Montenegro","MNE","EUR",3,2020,"Surveillance",1,"A",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"723","Montenegro","MNE","EUR",4,2019,"Surveillance",1,"A",8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"724","Montenegro","MNE","EUR",5,2018,"Surveillance",1,"A",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"725","Montenegro","MNE","EUR",6,2016,"Surveillance",1,"A",7,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"726","Montenegro","MNE","EUR",7,2015,"Surveillance",1,"A",4,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"727","Montenegro","MNE","EUR",8,2014,"Surveillance",1,"A",5,2,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"728","Montenegro","MNE","EUR",9,2013,"Surveillance",1,"A",5,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"729","Montenegro","MNE","EUR",10,2012,"Surveillance",1,"A",5,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"730","Montenegro","MNE","EUR",11,2011,"Surveillance",1,"A",13,0,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"731","Montenegro","MNE","EUR",12,2010,"Surveillance",1,"A",12,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"732","Montenegro","MNE","EUR",13,2009,"Surveillance",1,"A",9,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"733","Montenegro","MNE","EUR",14,2008,"Surveillance",1,"A",9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"734","Montenegro","MNE","EUR",15,2007,"pre-2010 TME data collection",1,"A",11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
