"","country","iso3","g.whoregion","row.rank","year","drs.record.type","all.areas.covered","area.desc","surv.quality","mdr.new","mdr.ret","mdr.unk","xpert.dr.r.new","xpert.dr.r.ret","rr.new","rr.ret","mdr.dst.rlt","mdr.ds.fq2li","mdr.dr.fq","mdr.dr.2li","xdr","rr.dst.rlt","rr.ds.fq2li","rr.dr.fq","rr.dr.2li","rr.dr.fq.2li","rr.dst.rlt.fq","rr.fqr","rr.fqr.pcnt","rr.fqr.pcnt.lo","rr.fqr.pcnt.hi","rs.hr.dst.rlt.fq","rs.hr.fqr.pcnt","rs.hr.fqr.pcnt.lo","rs.hr.fqr.pcnt.hi"
"625","Seychelles","SYC","AFR",4,2018,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Seychelles","SYC","AFR",5,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Seychelles","SYC","AFR",6,2015,"Surveillance",1,NA,"A",0,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","Seychelles","SYC","AFR",7,2014,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Seychelles","SYC","AFR",8,2012,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Syrian Arab Republic","SYR","EMR",1,2022,"Surveillance",1,NA,"A",15,0,NA,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA,NA,NA,NA,NA,NA,NA
"631","Togo","TGO","AFR",1,2022,"Surveillance",1,NA,"A",10,6,NA,NA,NA,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA
"632","Togo","TGO","AFR",2,2021,"Surveillance",1,NA,"A",5,4,NA,NA,NA,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,NA,NA,NA,NA,NA,NA,NA
"633","Togo","TGO","AFR",3,2020,"Surveillance",1,NA,"A",1,1,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA
"634","Togo","TGO","AFR",4,2018,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Tajikistan","TJK","EUR",1,2022,"Surveillance",1,NA,"A",290,79,NA,NA,NA,416,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418,109,NA,NA,NA,NA,NA,NA,NA
"636","Tajikistan","TJK","EUR",2,2021,"Surveillance",1,NA,"A",267,68,NA,NA,NA,501,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551,129,NA,NA,NA,NA,NA,NA,NA
"637","Tajikistan","TJK","EUR",3,2020,"Surveillance",1,NA,"A",240,84,NA,NA,NA,408,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,121,NA,NA,NA,NA,NA,NA,NA
"638","Tajikistan","TJK","EUR",4,2019,"Surveillance",1,NA,"A",262,46,NA,NA,NA,672,206,287,NA,NA,NA,75,NA,NA,NA,NA,NA,362,16,NA,NA,NA,NA,NA,NA,NA
"639","Tajikistan","TJK","EUR",5,2017,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,253,NA,NA,NA,32,271,168,26,45,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Tajikistan","TJK","EUR",6,2014,"Surveillance",1,NA,"A",158,213,0,85,92,NA,NA,371,246,117,147,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Turkmenistan","TKM","EUR",1,2018,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,14,162,125,26,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Timor-Leste","TLS","SEA",1,2019,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,0,NA,0,2,NA,0,0,100,6,0,0,100
"643","Tonga","TON","WPR",1,2022,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"644","Tonga","TON","WPR",2,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"645","Tonga","TON","WPR",3,2020,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"646","Tonga","TON","WPR",4,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"647","Tonga","TON","WPR",5,2018,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Tonga","TON","WPR",6,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Tunisia","TUN","EMR",1,2018,"Surveillance",1,NA,"A",11,8,NA,NA,NA,11,8,19,NA,NA,NA,1,19,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Tunisia","TUN","EMR",2,2017,"Surveillance",1,NA,"A",10,9,NA,NA,NA,10,9,19,NA,NA,NA,1,19,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Tunisia","TUN","EMR",3,2016,"Surveillance",1,NA,"A",6,3,NA,2,0,NA,NA,13,NA,NA,NA,1,13,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Tunisia","TUN","EMR",4,2015,"Surveillance",1,NA,"A",6,7,NA,0,0,NA,NA,13,12,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Tunisia","TUN","EMR",5,2012,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,14,13,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Türkiye","TUR","EUR",1,2021,"Surveillance",1,NA,"N",78,24,NA,NA,NA,95,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,10,NA,NA,NA,NA,NA,NA,NA
"655","Türkiye","TUR","EUR",2,2016,"Surveillance",1,NA,"A",110,80,NA,0,1,NA,NA,130,NA,NA,NA,9,156,127,23,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Tuvalu","TUV","WPR",1,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"657","Tuvalu","TUV","WPR",2,2018,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","United Republic of Tanzania","TZA","AFR",1,2018,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,0,18,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Uganda","UGA","AFR",1,2019,"Surveillance",1,NA,"N",60,45,NA,NA,NA,313,236,105,NA,NA,NA,1,NA,NA,NA,NA,NA,529,15,NA,NA,NA,NA,NA,NA,NA
"660","Uganda","UGA","AFR",2,2018,"Surveillance",1,NA,"N",41,45,NA,NA,NA,243,273,86,NA,NA,NA,3,159,155,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Uganda","UGA","AFR",3,2011,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,31,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Ukraine","UKR","EUR",1,2022,"Surveillance",1,NA,"A",1714,972,NA,NA,NA,2360,1287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3148,1009,NA,NA,NA,NA,NA,NA,NA
"663","Ukraine","UKR","EUR",2,2021,"Surveillance",1,NA,"A",1881,1218,NA,NA,NA,2418,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3266,994,NA,NA,NA,NA,NA,NA,NA
"664","Ukraine","UKR","EUR",3,2020,"Surveillance",1,NA,"A",1849,1227,NA,NA,NA,2515,1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4177,1120,NA,NA,NA,NA,NA,NA,NA
"665","Ukraine","UKR","EUR",4,2019,"Surveillance",1,NA,"A",2588,1902,NA,NA,NA,3438,2498,4490,NA,NA,NA,853,NA,NA,NA,NA,NA,5936,890,NA,NA,NA,NA,NA,NA,NA
"666","Ukraine","UKR","EUR",5,2018,"Surveillance",1,NA,"A",2755,2299,NA,NA,NA,3587,2888,5054,NA,NA,NA,972,6475,2361,2498,2644,1028,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Ukraine","UKR","EUR",6,2017,"Surveillance",1,NA,"A",2594,2414,NA,NA,NA,3388,3113,5008,NA,NA,NA,1001,6501,3265,1965,2351,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Ukraine","UKR","EUR",7,2016,"Surveillance",1,NA,"A",2881,2875,NA,105,159,NA,NA,7519,NA,NA,NA,247,10141,5176,3464,3612,2111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Ukraine","UKR","EUR",8,2014,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,445,260,86,149,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Uruguay","URY","AMR",1,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"671","Uruguay","URY","AMR",2,2020,"Surveillance",1,NA,"A",2,0,NA,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,NA,NA
"672","Uruguay","URY","AMR",3,2018,"Surveillance",1,NA,"A",1,0,NA,NA,NA,2,0,1,NA,NA,NA,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Uruguay","URY","AMR",4,2017,"Surveillance",1,NA,"A",1,0,NA,NA,NA,2,2,1,NA,NA,NA,0,4,4,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","United States of America","USA","AMR",1,2019,"Surveillance",1,NA,"A",66,15,NA,NA,NA,79,16,75,NA,NA,NA,4,NA,NA,NA,NA,NA,75,14,NA,NA,NA,NA,NA,NA,NA
"675","United States of America","USA","AMR",2,2018,"Surveillance",1,NA,"A",68,16,NA,NA,NA,78,18,69,NA,NA,NA,1,76,63,10,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","United States of America","USA","AMR",3,2016,"Surveillance",1,NA,"A",68,14,NA,NA,NA,NA,NA,74,NA,NA,NA,1,83,68,10,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","United States of America","USA","AMR",4,2014,"Surveillance",1,NA,"A",60,22,1,NA,NA,NA,NA,66,55,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","United States of America","USA","AMR",5,2012,"Surveillance",1,NA,"A",70,10,1,0,0,NA,NA,71,58,6,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Uzbekistan","UZB","EUR",1,2022,"Surveillance",1,NA,"A",755,641,NA,NA,NA,807,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,622,NA,NA,NA,NA,NA,NA,NA
"680","Uzbekistan","UZB","EUR",2,2021,"Surveillance",1,NA,"A",792,718,NA,NA,NA,912,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645,394,NA,NA,NA,NA,NA,NA,NA
"681","Uzbekistan","UZB","EUR",3,2020,"Surveillance",1,NA,"A",721,673,NA,NA,NA,721,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,378,NA,NA,NA,NA,NA,NA,NA
"682","Uzbekistan","UZB","EUR",4,2018,"Surveillance",1,NA,"A",392,424,NA,NA,NA,735,687,816,NA,NA,NA,0,1422,1404,11,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Uzbekistan","UZB","EUR",5,2017,"Surveillance",1,NA,"A",351,189,NA,NA,NA,657,1200,540,NA,NA,NA,0,540,477,51,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Uzbekistan","UZB","EUR",6,2011,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,319,216,23,63,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Saint Vincent and the Grenadines","VCT","AMR",1,2022,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"686","Saint Vincent and the Grenadines","VCT","AMR",2,2020,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"687","Saint Vincent and the Grenadines","VCT","AMR",3,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"688","Viet Nam","VNM","WPR",1,2018,"Surveillance",1,NA,"A",0,305,NA,NA,NA,1472,1253,265,NA,NA,NA,13,1922,1519,316,148,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Viet Nam","VNM","WPR",2,2012,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,84,15,15,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Vanuatu","VUT","WPR",1,2020,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"691","Vanuatu","VUT","WPR",2,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"692","Vanuatu","VUT","WPR",3,2018,"Surveillance",1,NA,"N",0,0,NA,NA,NA,2,0,0,NA,NA,NA,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Vanuatu","VUT","WPR",4,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,1,0,0,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Wallis and Futuna Islands","WLF","WPR",1,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"695","Samoa","WSM","WPR",1,2022,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"696","Samoa","WSM","WPR",2,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"697","Samoa","WSM","WPR",3,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"698","Samoa","WSM","WPR",4,2017,"Surveillance",1,NA,"A",0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Samoa","WSM","WPR",5,2016,"Surveillance",1,NA,"A",0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Samoa","WSM","WPR",6,2013,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Samoa","WSM","WPR",7,2012,"Surveillance",1,NA,"A",0,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","South Africa","ZAF","AFR",1,2021,"Surveillance",1,NA,"A",1548,1269,NA,NA,NA,3665,2716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6381,725,NA,NA,NA,NA,NA,NA,NA
"703","South Africa","ZAF","AFR",2,2014,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,239,NA,31,31,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Zambia","ZMB","AFR",1,2018,"Surveillance",1,NA,"N",9,111,NA,NA,NA,423,204,120,NA,NA,NA,1,150,141,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Zimbabwe","ZWE","AFR",1,2020,"Surveillance",1,NA,"A",25,37,NA,NA,NA,124,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,2,NA,NA,NA,NA,NA,NA,NA
"706","Zimbabwe","ZWE","AFR",2,2019,"Surveillance",1,NA,"N",32,42,NA,NA,NA,282,49,74,NA,NA,NA,8,NA,NA,NA,NA,NA,141,20,NA,NA,NA,NA,NA,NA,NA
"707","Zimbabwe","ZWE","AFR",3,2018,"Surveillance",1,NA,"N",117,NA,NA,NA,NA,406,NA,117,NA,NA,NA,6,406,383,13,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
